trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
173,False,"{'e': 0.2241838133578255, 'a': 0.8}",20,0,-16.718122690584693,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
174,False,"{'e': 0.22031960225474348, 'a': 0.8}",25,15,15.545495181031336,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'e': 0.2165002376833554, 'a': 0.8}",30,17,-10.732626469024332,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
176,False,"{'e': 0.21272570322901838, 'a': 0.8}",25,6,21.15990768403094,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
177,False,"{'e': 0.20899596936433776, 'a': 0.8}",30,6,-32.920726760150565,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 1}",1
178,False,"{'e': 0.20531099368953737, 'a': 0.8}",25,2,11.737664847783707,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
179,False,"{'e': 0.2016707211750384, 'a': 0.8}",20,12,14.866623446346424,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'e': 0.1980750844060636, 'a': 0.8}",20,9,18.702459450080216,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'e': 0.19452400382908475, 'a': 0.8}",25,15,19.210099053542542,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'e': 0.1910173879999334, 'a': 0.8}",20,5,-15.126528958326627,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
183,False,"{'e': 0.1875551338333973, 'a': 0.8}",20,9,-29.54254229971314,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
184,False,"{'e': 0.1841371268541263, 'a': 0.8}",30,13,31.390050364982557,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'e': 0.1807632414486743, 'a': 0.8}",25,15,-4.200580845666002,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
186,False,"{'e': 0.17743334111850645, 'a': 0.8}",20,14,8.35101613239946,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'e': 0.17414727873380229, 'a': 0.8}",25,13,24.127994773425378,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'e': 0.17090489678788912, 'a': 0.8}",25,15,8.045090883727863,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'e': 0.16770602765214151, 'a': 0.8}",25,17,14.81183864615953,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'e': 0.1645504938311867, 'a': 0.8}",25,11,-4.073380733538757,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
191,False,"{'e': 0.16143810821825688, 'a': 0.8}",25,12,19.976956977150035,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
192,False,"{'e': 0.15836867435053406, 'a': 0.8}",35,21,16.0359046571147,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'e': 0.1553419866643343, 'a': 0.8}",20,8,-17.76779563284117,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
194,False,"{'e': 0.15235783074998252, 'a': 0.8}",20,0,39.25579012754425,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
195,False,"{'e': 0.1494159836062313, 'a': 0.8}",20,9,18.404247921973838,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'e': 0.14651621389408034, 'a': 0.8}",25,3,-17.023971224649443,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
197,False,"{'e': 0.14365828218985705, 'a': 0.8}",25,2,-8.161867375732749,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
198,False,"{'e': 0.14084194123742058, 'a': 0.8}",25,12,17.080333805067994,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'e': 0.13806693619935656, 'a': 0.8}",20,3,13.410169583606951,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'e': 0.1353330049070318, 'a': 0.8}",25,12,15.649847330261757,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
201,False,"{'e': 0.13263987810938185, 'a': 0.8}",25,17,11.57661109545122,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'e': 0.12998727972030855, 'a': 0.8}",20,12,-26.555246807602934,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
203,False,"{'e': 0.12737492706456652, 'a': 0.8}",25,15,11.965547030124938,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
204,False,"{'e': 0.1248025311220226, 'a': 0.8}",20,16,9.731385370664285,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'e': 0.12226979677017456, 'a': 0.8}",20,10,19.44947713124949,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'e': 0.1197764230248196, 'a': 0.8}",25,15,1.8078147704064034,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'e': 0.11732210327876594, 'a': 0.8}",25,8,12.136094302217671,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
208,False,"{'e': 0.11490652553848532, 'a': 0.8}",20,10,19.539861033965124,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'e': 0.11252937265860664, 'a': 0.8}",20,16,7.879940414124949,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'e': 0.11019032257415536, 'a': 0.8}",20,15,12.099660338959122,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'e': 0.1078890485304463, 'a': 0.8}",25,15,17.829044956899864,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'e': 0.10562521931054145, 'a': 0.8}",25,13,17.342652640437272,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'e': 0.10339849946018737, 'a': 0.8}",30,9,22.79545598288058,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'e': 0.1012085495101508, 'a': 0.8}",25,15,17.348650173280564,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'e': 0.09905502619587449, 'a': 0.8}",20,11,16.3351486913842,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'e': 0.09693758267437844, 'a': 0.8}",25,14,21.070488942511727,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'e': 0.09485586873833583, 'a': 0.8}",20,10,18.020684499428295,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'e': 0.09280953102725574, 'a': 0.8}",20,16,7.92317358452047,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'e': 0.09079821323570876, 'a': 0.8}",20,10,17.53018484154085,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'e': 0.08882155631853464, 'a': 0.8}",35,7,47.51510865550286,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'e': 0.08687919869297483, 'a': 0.8}",20,13,12.22315978328473,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'e': 0.08497077643767592, 'a': 0.8}",30,18,2.83419859432704,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
223,False,"{'e': 0.08309592348851336, 'a': 0.8}",25,16,15.159690068001536,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'e': 0.08125427183118832, 'a': 0.8}",25,13,23.101213509208065,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'e': 0.07944545169055375, 'a': 0.8}",20,8,23.362280916325094,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'e': 0.07766909171662875, 'a': 0.8}",20,8,21.246143553702144,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'e': 0.07592481916726383, 'a': 0.8}",20,8,20.608120990270535,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'e': 0.07421226008742275, 'a': 0.8}",35,25,18.945497392499828,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'e': 0.07253103948504967, 'a': 0.8}",30,18,25.365484417470768,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'e': 0.07088078150349335, 'a': 0.8}",25,0,41.0602753648064,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
231,False,"{'e': 0.06926110959046343, 'a': 0.8}",25,17,18.73116617213925,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'e': 0.0676716466634965, 'a': 0.8}",25,3,26.972804136544774,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'e': 0.06611201527191282, 'a': 0.8}",20,16,6.869775039748058,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'e': 0.06458183775524735, 'a': 0.8}",20,11,15.724716145130646,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'e': 0.06308073639814142, 'a': 0.8}",20,12,11.807317092590234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'e': 0.06160833358168454, 'a': 0.8}",20,6,25.045853214239866,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'e': 0.060164251931198134, 'a': 0.8}",20,7,16.358340614194283,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
238,False,"{'e': 0.05874811446045586, 'a': 0.8}",25,10,25.7862713159751,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'e': 0.0573595447123378, 'a': 0.8}",30,15,27.41137062570389,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'e': 0.05599816689591828, 'a': 0.8}",20,6,23.86967916073086,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'e': 0.054663606019989514, 'a': 0.8}",25,10,26.54544591135525,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'e': 0.053355488023025865, 'a': 0.8}",20,16,6.863387757768952,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'e': 0.05207343989959566, 'a': 0.8}",25,10,27.527070287159532,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'e': 0.05081708982322998, 'a': 0.8}",20,11,15.729983809615305,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'e': 0.049586067265760016, 'a': 0.8}",25,13,11.930966338044207,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'e': 0.0483800031131367, 'a': 0.8}",30,16,29.310348262573157,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'e': 0.0471985297777485, 'a': 0.8}",35,8,52.24260577001103,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'e': 0.04604128130725542, 'a': 0.8}",20,5,21.767011314677056,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'e': 0.044907893489958876, 'a': 0.8}",20,9,21.910391459965588,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'e': 0.04379800395672958, 'a': 0.8}",35,21,26.734925911438992,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'e': 0.04271125227951686, 'a': 0.8}",25,13,6.568749046707312,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'e': 0.041647280066465064, 'a': 0.8}",30,22,15.48431421244982,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'e': 0.04060573105366422, 'a': 0.8}",25,13,22.302282641618827,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'e': 0.03958625119356377, 'a': 0.8}",20,7,17.658970579661755,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
255,False,"{'e': 0.03858848874007997, 'a': 0.8}",30,8,32.110612762930145,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
256,False,"{'e': 0.037612094330428836, 'a': 0.8}",20,16,8.917349734385295,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'e': 0.036656721063718256, 'a': 0.8}",20,13,-1.0993861101703621,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'e': 0.03572202457633404, 'a': 0.8}",20,10,16.643862486454907,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'e': 0.03480766311415625, 'a': 0.8}",20,8,20.910547225354478,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'e': 0.033913297601643244, 'a': 0.8}",20,14,13.12518604479702,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'e': 0.03303859170782227, 'a': 0.8}",25,12,25.39760001866378,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'e': 0.03218321190922641, 'a': 0.8}",25,17,14.855193475674417,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'e': 0.03134682754981895, 'a': 0.8}",25,3,39.858627361160046,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'e': 0.030529110897947173, 'a': 0.8}",30,13,25.98115511832657,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'e': 0.029729737200368627, 'a': 0.8}",30,12,19.44793169895812,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'e': 0.02894838473339372, 'a': 0.8}",25,8,-1.5029187855935453,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
267,False,"{'e': 0.028184734851189504, 'a': 0.8}",20,13,11.370096720288219,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'e': 0.027438472031290188, 'a': 0.8}",35,13,41.829521730128675,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'e': 0.026709283917360747, 'a': 0.8}",35,9,46.75537546252462,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'e': 0.02599686135926059, 'a': 0.8}",25,13,22.46821363662385,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'e': 0.02530089845045501, 'a': 0.8}",20,11,17.102551296472342,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'e': 0.024621092562822553, 'a': 0.8}",20,12,18.21107480711202,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'e': 0.023957144378907145, 'a': 0.8}",20,14,12.66000882699467,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'e': 0.02330875792166411, 'a': 0.8}",20,8,20.04054383833254,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'e': 0.022675640581749784, 'a': 0.8}",30,22,17.329866130814477,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'e': 0.02205750314240471, 'a': 0.8}",20,8,19.74774272017429,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'e': 0.02145405980198071, 'a': 0.8}",20,6,22.467509115040976,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'e': 0.02086502819416248, 'a': 0.8}",20,6,23.713865302311714,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'e': 0.0202901294059345, 'a': 0.8}",25,14,22.491731383019204,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'e': 0.019729087993344246, 'a': 0.8}",25,17,13.992708215906267,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'e': 0.01918163199511286, 'a': 0.8}",20,8,12.476333219604154,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'e': 0.018647492944144455, 'a': 0.8}",20,0,31.423584403181078,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
283,False,"{'e': 0.018126405876985344, 'a': 0.8}",20,11,16.980862197843056,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'e': 0.017618109341284452, 'a': 0.8}",25,16,19.292797186710743,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'e': 0.017122345401306107, 'a': 0.8}",25,11,13.264161586372575,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'e': 0.01663885964154637, 'a': 0.8}",25,17,14.500576903110586,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'e': 0.016167401168503945, 'a': 0.8}",30,15,14.541891315392864,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'e': 0.01570772261065652, 'a': 0.8}",25,17,13.173397526115663,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'e': 0.015259580116693231, 'a': 0.8}",25,17,16.456904730339698,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'e': 0.01482273335205374, 'a': 0.8}",20,11,16.23452530665627,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'e': 0.014396945493824049, 'a': 0.8}",30,22,18.19043319045457,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'e': 0.01398198322403907, 'a': 0.8}",20,10,22.673201117495985,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'e': 0.013577616721441452, 'a': 0.8}",30,21,17.493426675694813,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'e': 0.013183619651745948, 'a': 0.8}",20,14,11.243028041662027,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'e': 0.012799769156458174, 'a': 0.8}",20,8,22.550867742389627,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'e': 0.012425845840296197, 'a': 0.8}",20,16,6.165320841064331,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'e': 0.012061633757262984, 'a': 0.8}",20,9,18.240347396647408,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'e': 0.011706920395417254, 'a': 0.8}",20,10,6.649601877320238,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'e': 0.0113614966603898, 'a': 0.8}",25,10,27.846623479472097,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'e': 0.011025156857691861, 'a': 0.8}",20,6,27.75381086965939,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'e': 0.010697698673861557, 'a': 0.8}",20,6,21.710540998307135,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'e': 0.010378923156493873, 'a': 0.8}",25,13,22.56847827592134,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'e': 0.010068634693199114, 'a': 0.8}",20,14,13.411757838159179,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'e': 0.009766640989534137, 'a': 0.8}",30,9,37.33105543593062,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'e': 0.009472753045950084, 'a': 0.8}",30,12,35.8882861160941,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'e': 0.009186785133799715, 'a': 0.8}",25,20,9.805022559539701,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'e': 0.008908554770446771, 'a': 0.8}",30,20,20.480779005136103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'e': 0.008637882693519196, 'a': 0.8}",25,7,33.42200623204951,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'e': 0.008374592834347326, 'a': 0.8}",30,10,37.97491200581349,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'e': 0.008118512290627522, 'a': 0.8}",25,16,16.972762004527226,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'e': 0.007869471298350986, 'a': 0.8}",20,11,16.322102516379637,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'e': 0.00762730320303685, 'a': 0.8}",25,8,29.112326148342607,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'e': 0.007391844430307863, 'a': 0.8}",20,7,25.31048601306547,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'e': 0.007162934455846332, 'a': 0.8}",20,10,18.165055653497884,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'e': 0.006940415774767208, 'a': 0.8}",25,10,28.779218801977162,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'e': 0.006724133870444493, 'a': 0.8}",30,21,19.271104933283333,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'e': 0.0065139371828264025, 'a': 0.8}",20,14,14.659094814109798,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'e': 0.0063096770762739755, 'a': 0.8}",25,14,19.73730231805649,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'e': 0.006111207806957052, 'a': 0.8}",30,12,29.1553499837795,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'e': 0.005918386489840829, 'a': 0.8}",20,9,20.811875325575638,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'e': 0.005731073065295401, 'a': 0.8}",25,18,16.95824239435057,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'e': 0.005549130265359977, 'a': 0.8}",25,2,44.53206902967407,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'e': 0.005372423579692677, 'a': 0.8}",35,21,29.669523067603468,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'e': 0.005200821221236062, 'a': 0.8}",20,6,26.96271280667259,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'e': 0.005034194091627799, 'a': 0.8}",20,7,21.517381741708704,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'e': 0.0048724157463850976, 'a': 0.8}",30,17,24.885371230176993,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'e': 0.004715362359890796, 'a': 0.8}",20,3,27.923765220160064,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'e': 0.0045629126902082245, 'a': 0.8}",20,3,30.775298772544982,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'e': 0.004414948043751219, 'a': 0.8}",20,3,29.564146778647775,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'e': 0.004271352239834915, 'a': 0.8}",20,3,26.744016395974,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'e': 0.0041320115751321985, 'a': 0.8}",25,11,28.256440835476308,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'e': 0.003996814788059957, 'a': 0.8}",25,15,21.02504993820258,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'e': 0.003865653023118537, 'a': 0.8}",25,8,33.24849253579446,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'e': 0.003738419795207079, 'a': 0.8}",20,10,19.10080818265068,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'e': 0.003615010953936688, 'a': 0.8}",25,13,21.459466275392078,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'e': 0.0034953246479626663, 'a': 0.8}",25,15,14.965238946004368,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'e': 0.0033792612893563403, 'a': 0.8}",30,15,28.003493456473475,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'e': 0.0032667235180362866, 'a': 0.8}",25,14,20.822364670671764,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'e': 0.0031576161662780957, 'a': 0.8}",25,17,17.31018008394035,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'e': 0.0030518462233210942, 'a': 0.8}",30,12,33.7832662668043,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'e': 0.0029493228000897903, 'a': 0.8}",25,18,15.748267195097197,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'e': 0.0028499570940471145, 'a': 0.8}",20,14,11.342907150240242,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'e': 0.0027536623541958866, 'a': 0.8}",35,21,22.392646599202177,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'e': 0.00266035384624427, 'a': 0.8}",30,20,19.922091619859174,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'e': 0.002569948817950334, 'a': 0.8}",25,14,17.01389935812197,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'e': 0.002482366464660224, 'a': 0.8}",20,8,22.245014606714427,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'e': 0.0023975278950537893, 'a': 0.8}",20,7,20.9287005502583,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'e': 0.002315356097110931, 'a': 0.8}",25,13,27.618654904674976,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'e': 0.002235775904311318, 'a': 0.8}",30,16,23.79693087852917,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'e': 0.002158713962079513, 'a': 0.8}",25,17,17.152575593730916,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'e': 0.002084098694486999, 'a': 0.8}",25,12,24.435476898572865,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'e': 0.0020118602712219926, 'a': 0.8}",20,12,13.86207559665542,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'e': 0.00194193057483739, 'a': 0.8}",30,22,9.883090399728424,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'e': 0.0018742431682866414, 'a': 0.8}",25,17,15.874838632746874,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'e': 0.0018087332627568001, 'a': 0.8}",30,16,29.127135560377486,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'e': 0.00174533768580748, 'a': 0.8}",30,13,26.247118120009915,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'e': 0.0016839948498239283, 'a': 0.8}",25,8,33.768920232773986,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
